symbol	log2FoldChange	padj
CLINT1	0.2743571	0.026800552
SERF1B	-0.436826713	0.026800552
SERF1B	-0.436826713	0.026800552
TRIB3	-0.356158315	0.026906104
USP22	0.252517208	0.026906104
COPA	0.342855186	0.026946186
AC244197.3	0.737594817	0.026946186
BCL2L12	-0.404692637	0.027014993
C3orf14	-0.542321305	0.027036638
IFT27	-0.405913118	0.027072957
KCNAB2	0.573354083	0.027219367
RNMT	0.397180352	0.027258305
KRR1	0.284499623	0.027258305
ZYX	-0.345014705	0.027280463
LZTR1	0.262980476	0.027291471
C17orf49	-0.415215334	0.027291471
C19orf12	-0.304101947	0.027291471
CYP2U1	0.384333591	0.027291471
SEC62	0.377105204	0.027324127
H1FX	-0.421492113	0.027372899
DAD1	-0.342531935	0.027439942
DTYMK	-0.395046354	0.027460688
BTN3A3	0.380724089	0.027460688
CYB5RL	0.385736506	0.027599149
PPIL4	0.284066538	0.027696656
EXOC6	0.351805676	0.027800255
LSM1	-0.321506776	0.027812005
NCBP2-AS2	-0.477304449	0.027896603
ANXA1	-0.274088325	0.027920201
TOMM7	-0.550262741	0.027989621
ABCF1	0.233411138	0.028031251
SORD	0.274399126	0.028228554
SLC38A5	-0.392533828	0.028262781
CDK19	0.26841392	0.028262781
UTP3	-0.274740818	0.028556326
ZNF837	-0.528523614	0.028749446
GAR1	-0.339735185	0.028749446
4-Sep	0.846421357	0.028833546
TUSC1	-0.45539604	0.028833546
CASC3	0.264945202	0.028954391
AURKB	-0.348331663	0.028954391
LSM10	-0.342531163	0.029048347
SMIM20	-0.446546782	0.029156813
MT-ND4L	-0.381646364	0.029225544
QRICH2	0.52180974	0.029242326
ROBO4	0.240488786	0.029285353
TUSC2	-0.41519886	0.029398738
ACOT7	-0.334250957	0.029412532
SKI	0.255861563	0.029412532
MTHFS	-0.503057186	0.029562744
TMEM116	0.901232852	0.029668293
ACBD5	0.340659073	0.029676071
ZNF610	0.728237856	0.029704415
MRPS15	-0.375744495	0.029734113
MYLK4	0.647429692	0.029780546
NUTM2B-AS1	-0.391546015	0.029780546
MRPS33	-0.441105725	0.029843208
PUSL1	-0.399465428	0.029863177
RNF20	0.411536021	0.029909327
TUBA1B	-0.299834911	0.030029859
PRICKLE2	0.460013683	0.030136573
THBD	-0.300916614	0.030136573
SARNP	-0.328862337	0.030147862
LYL1	-0.396976361	0.030222714
TMEM171	-0.626254824	0.030322872
MED31	-0.699025366	0.03035151
PMM1	-0.52799985	0.030554086
IPO5P1	-0.171391428	0.03081261
AGTRAP	-0.385163195	0.030889525
CCDC85B	-0.46789358	0.030889525
SLC25A23	0.279491275	0.0310206
IFITM2	-0.398407253	0.0310206
QKI	0.43891631	0.0310206
FKBP9	0.319272177	0.0310206
NBR1	0.249335687	0.0310206
ISOC2	-0.415678611	0.0310206
MAP2K1	0.267819844	0.031098196
CDKN1A	-0.266974142	0.031119789
KAT6B	0.516138524	0.031148245
BCL2L1	-0.21890797	0.031219865
JARID2	0.360019157	0.031499798
C6orf48	-0.355084748	0.031503313
IKBKG	-0.294604005	0.031560695
RPS9	-0.380324489	0.031591478
TBC1D7	-0.402739564	0.031591478
TBC1D7	-0.402739564	0.031591478
FKBP15	0.443626405	0.031704276
MTHFR	0.279524275	0.03181415
KAT2B	0.369281802	0.031817729
FAM117B	0.403155027	0.031872204
LUC7L3	0.263675531	0.031895775
SRGN	-0.263088014	0.031932561
KLF10	0.280584213	0.031936345
NECAP1	0.381705326	0.031936345
KRTCAP2	-0.426175556	0.032066363
CALCRL	0.339178192	0.032148419
PSMB7	-0.29615912	0.032308062
KRT15	-0.607315763	0.032319543
ABLIM3	0.213854736	0.032494545
SCO2	-0.455799976	0.033038874
FST	-0.385518877	0.033054444
B3GAT3	-0.406314077	0.033079362
SPARC	0.187256185	0.033146706
DMAC1	-0.405805492	0.03321036
HOXB4	0.30093207	0.03321036
AC093673.1	-0.610193849	0.03321036
LINC00520	-0.646058648	0.03321036
DEPDC5	0.38180894	0.033240031
PSMA4	-0.315904473	0.033240031
PTPMT1	-0.448011891	0.033314991
GPKOW	-0.336078024	0.033338451
PTRHD1	-0.422736544	0.033492374
FAM162A	-0.48321107	0.03357175
CCNI	0.254502062	0.033575879
LDLRAD2	-0.380753962	0.033636577
LINC00200	0.69869753	0.033636577
TXNDC5	0.201978839	0.033636577
ECHDC3	-0.419656981	0.033642373
MIER1	0.353749426	0.033797151
PSMB4	-0.350669087	0.033800969
CALML4	-0.495923006	0.033837324
SYNM	0.374812197	0.034076179
CCNA1	-0.426917476	0.034103607
CCDC71L	-0.207129916	0.034103607
HEBP2	-0.354695974	0.034103607
FAAP20	-0.456071498	0.034103607
CSDE1	0.391716413	0.034103607
MNT	0.314167421	0.034209392
PPP1R11	-0.282341202	0.034312492
DESI1	-0.215708665	0.034322984
CNIH4	-0.375958078	0.034322984
TPD52	0.378862178	0.034322984
SNAPC1	0.299022196	0.034338534
COMMD5	-0.41006432	0.034400039
CKLF	-0.482324725	0.034507138
PSMB1	-0.347491271	0.034553782
RAD51C	-0.375709721	0.034723577
TMSB15B	-0.547540456	0.034731845
C2CD2	0.354894678	0.034731845
ARID4A	0.392749242	0.034731845
AL109918.1	0.365837712	0.034731845
OSCP1	-0.586714217	0.034789827
DNALI1	-0.511479094	0.034796704
IAH1	-0.383692923	0.035092221
SNU13	-0.33714825	0.03516171
CAMKK2	0.233490654	0.035256921
GCSH	-0.376064713	0.035329279
N6AMT1	-0.420140158	0.035739106
AL139099.1	-0.850792545	0.035739106
LDHB	-0.297081199	0.035739106
BOLA1	-0.518718844	0.035818043
MEX3A	0.311137888	0.035887258
UBIAD1	-0.318462171	0.036038588
HOTAIRM1	-0.437109936	0.036038588
AC068631.2	-0.020380654	0.03608085
TYMS	-0.26662002	0.036081708
MAD2L1BP	-0.31910709	0.036092732
KANSL3	0.230237982	0.036282432
SAMD5	0.317911842	0.036566784
G6PC3	-0.32890459	0.036566784
OR1L8	0.679331076	0.036671999
CHST11	0.508919707	0.036941497
TRMT1	0.263169231	0.036949652
GALNT1	0.294819486	0.036968255
GABARAPL2	-0.317847437	0.036968255
CXorf38	-0.281502115	0.037041113
WASF1	0.327660106	0.037115746
WDR97	0.872734172	0.037119577
NEURL1B	0.527217625	0.0373439
AC002384.1	-0.614118599	0.037378916
PJA2	0.299512676	0.037378916
BRI3	-0.388293544	0.037378916
LPCAT4	-0.343495432	0.037378916
PPP3R1	0.261810071	0.037452602
PPP1R16B	0.297483499	0.037452602
ELK3	0.242167335	0.037519284
DCTN1	0.239945337	0.037519284
PSMA6	-0.316872879	0.037519284
TRAPPC8	0.419817108	0.037519284
ESR2	0.613336	0.037694161
RNF166	-0.380153927	0.037698008
FAM46C	0.511564543	0.037720083
CASC10	0.413469708	0.037748975
RNPS1	-0.278306534	0.037798931
DYNLRB1	-0.385693598	0.037851946
CCNH	-0.291220294	0.037988804
SLC27A5	-0.565447684	0.037988804
HK1	0.176645843	0.037988804
MAPKAPK5	-0.473179371	0.037988804
CDKN3	-0.374733378	0.038056157
BCL2L2	0.282178448	0.0382867
GAB2	0.283992752	0.0382867
CYB5A	-0.451168915	0.0382867
HIGD2A	-0.4391166	0.038385088
AARSD1	-0.347981317	0.038584535
PEX14	-0.31000683	0.038623169
SLC35A1	0.331529165	0.038623169
FBL	-0.383557987	0.038623169
PTGS2	0.575390783	0.038651334
SH3BGRL3	-0.395054701	0.038764535
CDCA4	-0.302211733	0.03886104
PSMA3	-0.333697286	0.039106374
ACTR5	-0.362907776	0.039176843
HPS6	-0.391278646	0.039176843
IL4R	0.322093954	0.039228967
CD99L2	0.238508807	0.039257938
FANCA	-0.3240578	0.039337038
EXOC8	0.311633028	0.039497143
GNPTG	-0.408894317	0.039516173
CDC25A	-0.313841268	0.039581144
LINC00680	0.694795076	0.03987387
C6orf226	-0.625542756	0.039926411
AC127502.1	0.571633824	0.03994659
NACA	-0.322257295	0.040022478
CAND1	0.289972278	0.040022478
ZDBF2	0.421743966	0.04012389
DNAJC9	-0.242350137	0.04012389
SCAND1	-0.437307674	0.04012389
ZNF570	0.523923349	0.040125071
NEMP1	0.302187952	0.040154685
NDUFAF1	-0.295469466	0.040406389
EMG1	-0.417083708	0.040494356
EMCN	0.327834778	0.04064439
CLCN7	0.286071597	0.040653742
KMT5C	-0.370648647	0.040665828
DPYSL3	0.224652278	0.040758809
SKAP2	0.413229315	0.040758809
PSEN1	0.297967132	0.04081576
PCDHGA3	0.656452284	0.04081576
AFF3	0.734940832	0.040891656
TTC23	0.35863175	0.041005056
REXO2	-0.311082792	0.041058441
ABLIM1	0.402814347	0.041129133
TSPAN3	0.210238749	0.041405666
AGPAT3	0.249685874	0.041460397
TRIL	0.606722096	0.041517465
AC004812.2	-0.712390091	0.041529675
MRPS11	-0.372096416	0.041588265
LDAH	0.331142963	0.041595531
FIS1	-0.370649213	0.041599072
CFH	0.336049601	0.04162428
TRIP4	-0.305050052	0.041624859
MYO1E	0.285251411	0.041777001
C1orf54	-0.472037116	0.041881495
RCL1	-0.355255197	0.041900217
SFXN1	0.272133009	0.041995495
ST3GAL2	0.295518613	0.042012966
TSPAN11	0.281342428	0.042012966
CLASRP	-0.386725149	0.042012966
R3HDM2	0.386192551	0.04201403
GOLM1	0.194212299	0.042047663
RAB6A	0.341060058	0.042202703
SELENOO	-0.410507008	0.042403387
AP3D1	0.189821803	0.042449445
UMPS	-0.340124154	0.042502085
TRPV2	-0.336457604	0.042792862
ZNF521	0.35874864	0.042847519
CALD1	0.313913595	0.04286103
KYAT1	-0.507955512	0.042916671
CIDECP	-0.469442615	0.04296985
SDF2	-0.284206728	0.043201497
MYL6B	-0.348599859	0.043201497
CISD3	-0.399631309	0.043202094
CREB3L2	0.353284877	0.043316606
GAL	-0.606828383	0.043316606
EBP	-0.396872275	0.043316606
SAC3D1	-0.467905539	0.043338128
MAP3K3	0.255862121	0.043343704
ZNF615	0.542080252	0.043385236
SYCE1L	-0.758707498	0.043391273
TMEM94	0.384761656	0.043414691
PPIH	-0.373087848	0.043414691
SSBP3	0.206631094	0.043549403
TP53I13	-0.346841612	0.043606405
PAM	0.253597124	0.043638133
TUBGCP6	0.227594548	0.043638133
PPP4R1	0.289550467	0.043760006
SLC25A25	-0.301986866	0.043760006
OXSR1	0.254415298	0.043760006
FAM172A	0.34090688	0.043762817
ZNF362	0.313728442	0.043798538
CGREF1	-0.710739663	0.044009551
NHSL1	0.353080346	0.044061737
TMEM9B	-0.261383217	0.0441314
APRT	-0.366085681	0.0441314
TBCD	-0.289438747	0.0441314
CIAPIN1	-0.251706761	0.044195693
DPM2	-0.364151046	0.044253158
NOL7	-0.318846844	0.044509534
PLVAP	0.452361369	0.04467635
ALPK3	0.37581467	0.044696545
RNF2	0.323089734	0.044807682
RRP7BP	-0.401660722	0.04481238
CNOT8	0.241433797	0.045034883
GOLPH3L	0.2579982	0.045115718
NA	-0.018299746	0.045121099
UBB	-0.312618981	0.045136379
COX16	-0.404911113	0.045136379
TANK	-0.276055719	0.045136379
ZNF511	-0.363938923	0.045302557
DRAP1	-0.398291046	0.045566488
SNX19	0.277398268	0.045648429
MPP3	-0.695114242	0.045672838
MAIP1	-0.323026181	0.045672838
MSMO1	-0.275665463	0.045720349
MEGF8	0.221923381	0.045720349
TMEM42	-0.374557654	0.045775695
AC026250.1	0.64877316	0.045841225
MYDGF	-0.341176985	0.045893105
OCEL1	-0.534101513	0.045935585
ZBTB44	0.367562266	0.046226085
NEMF	0.254418255	0.046281349
AL354740.1	-0.301779926	0.046281349
OSBPL7	0.294731367	0.046281349
TULP3	0.264728889	0.046281349
CCS	-0.388640047	0.046281349
NUDC	-0.310330966	0.046281349
KANSL2	-0.408227213	0.046281349
COMT	-0.287433344	0.046331838
CD302	0.313862913	0.046331838
MAP4K4	0.27487955	0.046395353
BSDC1	0.217054997	0.046395353
PDE2A	0.338289392	0.046460217
ZNF496	0.281798918	0.046460217
CYBA	-0.440587304	0.046460217
TGFBI	-0.203744013	0.046490099
HAUS1	-0.274880317	0.046495737
SPCS2	-0.293560256	0.046499878
FNDC4	-0.328809753	0.046560621
UBE2R2	0.196679698	0.046561175
ID1	-0.38644764	0.046656693
SSNA1	-0.363616451	0.046693683
ATP10D	-0.420180751	0.046740858
CDRT4	-0.720815532	0.046740858
ARL3	-0.353373373	0.046927843
VDR	-0.816622509	0.047053699
CCDC93	0.321756002	0.047384072
ATIC	-0.278706844	0.047436333
CUTA	-0.364081101	0.047504314
MPG	-0.35074583	0.047545054
GGCT	-0.2711764	0.047618019
HCCS	-0.369976036	0.047658838
YEATS2	0.255658149	0.047774053
PSMD8	-0.254420071	0.047777671
ZNF501	0.430308095	0.048212588
RTL10	0.224253888	0.048246832
RPL29	-0.322589643	0.048281093
WDR77	-0.259477332	0.048281093
RABEPK	-0.337625566	0.048313253
TECPR1	0.243892095	0.048315053
TRIM44	0.332718212	0.048444681
DDAH1	0.24062199	0.048510663
FJX1	-0.341090719	0.048607754
GTF3A	-0.262155023	0.048610712
DCTN3	-0.301496169	0.048635624
SNRPC	-0.386380194	0.048635624
TBC1D2	-0.373572848	0.048734355
OSBPL3	0.269943997	0.048852487
MRPL39	-0.364989704	0.04888713
BUD31	-0.327735648	0.048887349
C7orf73	-0.285639536	0.049233559
DCTPP1	-0.349163383	0.049405446
C6orf203	-0.387494005	0.049405446
C12orf45	-0.455371831	0.049472222
ALDOA	0.273133073	0.049523348
TRAPPC1	-0.348483812	0.049722471
