symbol	log2FoldChange	padj
ZCCHC2	0.425977496	0.010054988
TNFRSF21	0.337976794	0.01013033
TRAF2	-0.426151791	0.010153219
PSMC3	-0.372863816	0.010153219
SRC	0.283036576	0.01017628
BMPR1A	0.649266408	0.010181299
CASP1	0.876395003	0.010184388
BCAT1	0.54088408	0.010184388
NDUFS8	-0.557244362	0.010184388
NUCB1	0.308981604	0.010188315
RTKN	0.626761889	0.010215849
LINC00094	0.375829345	0.010361153
CRMP1	0.602026787	0.010362406
NDUFAB1	-0.534065192	0.010362406
YPEL2	0.409397104	0.010380162
UBE2R2	0.267909742	0.010380162
XPC	0.338396541	0.010380162
TBC1D8B	0.540005091	0.010380162
ITGAE	-0.574027143	0.01042727
DUSP5	-0.408891287	0.01047789
NFIL3	0.517768767	0.01047789
BYSL	-0.464616593	0.01047789
PROCR	-0.375092471	0.010501445
PHB2	-0.410312623	0.010526868
PIGS	0.374954291	0.01054729
ATP5B	-0.313929394	0.010564966
ATP5E	-0.634014967	0.010593289
TRAM2	0.391186291	0.010673872
FRG1JP	0.677956664	0.010684422
APRT	-0.514621057	0.010684422
TMEM97	-0.503284394	0.01073533
SGO2	-0.479662269	0.010778924
BRMS1	-0.471953945	0.01079352
KIAA2026	0.643523461	0.01079352
TMEM147	-0.53448169	0.010827429
CDK6	0.6430263	0.010847025
AMIGO2	-0.374201469	0.010867109
LENG8	0.397203578	0.010893941
ATG14	0.306197113	0.010893941
LSR	-0.886784811	0.010925097
FAM58A	-0.503057004	0.010936383
FN1	0.451541005	0.010952741
RCC1L	-0.358278427	0.010966411
SUOX	-0.375434363	0.010972406
FASN	-0.27103485	0.010972406
CARD19	-0.547042162	0.011009324
CAP2	0.450037648	0.011029941
PDRG1	-0.542390249	0.011072698
MCTS1	-0.744277735	0.011094273
SKI	0.313125764	0.011110244
NCSTN	0.445726624	0.011161747
GSR	-0.31444767	0.011189784
FASTKD3	-0.597125903	0.011189784
BUD23	-0.410009404	0.011212204
BABAM1	-0.402641675	0.011224069
RNF26	-0.334058456	0.011226981
TAP2	-1.095583722	0.011261846
GRWD1	-0.382798193	0.011270636
BBC3	-0.499079169	0.011396041
PRR7	-0.775321596	0.011408715
POLR1C	-0.729130254	0.011428639
DDX47	-0.321498094	0.011451071
DDX28	-0.571984482	0.011451071
UQCRFS1	-0.526265831	0.011482137
ASXL1	0.32967611	0.011482405
SNX18	0.396840636	0.011482405
CCDC12	-0.541418438	0.011483566
BLM	-0.526070411	0.011488377
CCDC85C	0.374796807	0.011496511
TPST2	-0.406062815	0.011503695
RPL27	-0.527555899	0.011524879
OXSR1	0.341235601	0.011550618
LGALS9	-0.413617554	0.011581033
SDHAF2	-0.538148244	0.011581033
MMP19	0.548457897	0.011581033
SAE1	-0.368853745	0.011763222
GADD45A	-0.449758258	0.011763222
SECISBP2L	0.510232112	0.011802213
LAMTOR4	-0.522001556	0.011814996
WDR47	0.382571026	0.01181687
RECK	0.366285217	0.011853758
ZBTB46	-0.518046078	0.011904282
ARL15	0.515773851	0.011921477
TSPYL5	0.38253759	0.011924759
NDUFS3	-0.516622969	0.011989633
JTB	-0.447023116	0.011992137
ATP5I	-0.68751139	0.012019665
ZNF596	0.883201185	0.0120255
TRAPPC10	0.468175803	0.012029693
DARS	0.544555426	0.012053398
RTL5	0.534863209	0.01205694
SLC39A6	0.437533629	0.012077505
DUT	-0.408417174	0.012078158
IRF1	-0.430798115	0.012098513
CCDC113	-1.087701625	0.012099365
PSMG3	-0.619937005	0.012099365
CTSL	-0.387003379	0.012130282
RTEL1-TNFRSF6B	-0.439013965	0.012130282
NDUFB8	-0.470740322	0.012148592
SEC31A	0.400435321	0.012195626
RIOX1	-0.381324332	0.012217037
DFFA	-0.285075887	0.012217037
PITRM1	-0.256956202	0.012219599
TEN1-CDK3	0.715864102	0.012262928
CICP14	0.41677035	0.012262928
SNRNP40	-0.426060935	0.01228407
KIF15	-0.595389438	0.0122844
PHF21A	0.424639905	0.012359199
FBXL5	-0.33282967	0.012471297
NDUFA3	-0.768683668	0.012471297
PTGS1	0.278272635	0.012481129
EFNA1	0.497969837	0.012481129
TONSL	-0.429909788	0.012497495
ACOT2	-0.413735008	0.012515201
NAE1	-0.33456461	0.012584012
KLF13	0.30843214	0.012592773
TRMU	-0.396033615	0.01261182
FAU	-0.548785145	0.01264328
SHROOM4	0.527744293	0.012757863
GOLGA2	0.288760369	0.012767296
REEP4	-0.481490673	0.012786188
EPC2	0.421897411	0.012787255
MRPL47	-0.518301659	0.012787623
RNF181	-0.489077795	0.012886759
MSTO1	-0.362151174	0.013027853
SCN8A	0.800867829	0.013027853
CAMK2B	-1.33460383	0.013027853
SLC35F6	-0.286985586	0.013076242
APIP	-0.44790029	0.013080945
PYROXD2	0.916573978	0.013080945
SELENOH	-0.491973681	0.01311094
UBXN2A	-0.412257813	0.01311094
ARMC6	-0.432860767	0.013163345
DDAH1	0.321645547	0.013256251
PTGES2	-0.51304856	0.013263599
LRRK2	0.885862314	0.013264436
PABPC4L	0.765124647	0.013272316
TNFSF4	0.529055601	0.013341223
TEF	0.483698925	0.013342697
NOP2	-0.312748047	0.01334309
AL591806.3	0.48187926	0.013346522
ALG8	-0.469600137	0.013398208
RPL27A	-0.513587253	0.013418179
SENCR	-0.58665846	0.013475543
DNAJB11	-0.32282363	0.013477741
GPR107	0.405158088	0.013487761
SERPINB9P1	0.396079964	0.013543194
RPL35	-0.607965527	0.013570279
FLNA	0.362735862	0.013576666
KLHL3	0.468482126	0.013576666
GADD45B	0.546503667	0.013616214
CDKN2D	-0.748844539	0.013616214
SH3TC2	-1.027613334	0.013721565
MRPS10	-0.326733064	0.013779697
C10orf25	0.592295738	0.01379056
PSMA2	-0.451601649	0.013849978
KAT7	0.415273085	0.013861541
MT1E	-0.645988851	0.013905232
MRPS28	-0.506904995	0.013905232
TUBG1	-0.519172435	0.013905232
TUBB	-0.246616542	0.013927891
SVIP	-0.557291095	0.013927891
PCDHGA4	0.635253429	0.013927891
ING5	-0.515679401	0.013976092
AC135983.2	0.551325034	0.013976319
RGP1	0.327587287	0.014008556
TRO	0.523055099	0.01401572
ATP5O	-0.41945607	0.014033098
MRPS26	-0.55183789	0.014045413
C9orf40	-0.632464672	0.014060331
PPM1G	-0.338343493	0.014060331
CPEB2	0.445921998	0.014171386
NHSL1	0.472493569	0.014189832
LINC00116	-0.736741866	0.014329531
BAK1	-0.363015301	0.014329531
TRUB2	-0.49082559	0.014341926
IGF1R	0.646504316	0.014343706
STK36	0.511384937	0.014372151
HIGD1A	-0.346303627	0.014396161
GPX3	-0.616199326	0.014461788
PPP1R14B	-0.484834982	0.014480895
KLHDC4	-0.339456271	0.01449403
KLHDC4	-0.339456271	0.01449403
RRP9	-0.472879274	0.014517997
RPIA	-0.387893274	0.014521903
NA	-0.758894842	0.014548382
IPO4	-0.42117585	0.01458918
C3orf58	0.348543055	0.014671785
PRKCE	0.413473115	0.01467437
CISD3	-0.539145805	0.014706794
PEA15	0.24581663	0.014708046
NDUFA6	-0.466475782	0.014769674
DHX35	-0.452057516	0.014769674
NDUFS7	-0.493146494	0.014769674
EXOSC3	-0.741721235	0.014769674
NCS1	-0.312790942	0.014880455
HSPB8	-0.540665933	0.014888346
LSM1	-0.391628036	0.014914008
GOLGA6L9	0.525605551	0.014945472
FUCA2	-0.290267367	0.014971733
CREBRF	0.679073306	0.015006945
C19orf48	-0.503119694	0.015102328
SLC39A3	-0.512369136	0.015102328
SPCS1	-0.470548432	0.015102328
RPLP1	-0.495175876	0.015209632
ZC3H7A	0.343724257	0.015209632
SCO2	-0.580106442	0.01521645
HIST2H2AA3	-0.025911081	0.015243012
AC104452.1	0.425383478	0.015287778
C6orf106	0.236326005	0.015296369
RPL37A	-0.58573174	0.015350849
MRPS17	-0.494829343	0.01536271
FBXW8	0.354157415	0.015397173
ANO2	0.533897094	0.015423683
AC012615.3	-0.991843796	0.015498961
NAA10	-0.427264653	0.015577076
CTHRC1	0.391245304	0.015577076
MYOF	0.472058108	0.01563217
PDSS1	-0.670667008	0.01563217
CLIC1	-0.409808055	0.01563217
OAZ1	-0.446015954	0.01563217
ZNF837	-0.663135368	0.015646033
ENTPD4	0.367447724	0.015674209
DGCR8	0.32696685	0.015731112
SNRPA	-0.324142918	0.015785274
KATNB1	-0.436872221	0.015785526
SLC25A33	-0.565756928	0.015785647
COA3	-0.517652808	0.015785647
NA	-0.836761765	0.015785647
AUNIP	-0.89434922	0.015823033
NDUFB6	-0.671950352	0.015823033
ZNF426	0.477146369	0.015864396
UMPS	-0.448304458	0.015892583
EFEMP2	0.401909321	0.015908469
EID2	-0.463904117	0.01595326
ABCA7	-0.581408855	0.015976475
ANKRD9	-0.562752333	0.015993721
USP11	0.364218292	0.016048492
ZNRD1	-0.542830621	0.016078329
FCHSD1	0.439306133	0.016085023
SYNJ2	-0.327654119	0.016112225
ZNF22	0.351301344	0.016112225
COPA	0.409086097	0.016125604
PUSL1	-0.49247752	0.016306059
GSTP1	-0.468174608	0.016306059
HIKESHI	-0.38535505	0.016349878
DOHH	-0.579678581	0.016364361
MAP3K1	0.496859066	0.016391615
TACO1	-0.467962156	0.01641828
ABCA5	0.462939289	0.016493098
APEX2	-0.399393308	0.016502955
LUC7L3	0.318846645	0.016559659
MMAB	-0.578992766	0.016603258
TMC6	-0.414710487	0.016630957
HIST1H2AC	0.589430869	0.016638081
EXOC8	0.39441295	0.016658299
TMEM126A	-0.549437708	0.016658299
AC002480.3	0.658605783	0.01667633
SLC24A1	0.526117502	0.016714038
PRPF38B	0.313350065	0.016786371
TLK1	0.499295981	0.016786371
SLC44A1	0.459414239	0.016786371
POC1B-AS1	0.865514763	0.016810841
APAF1	0.296615619	0.016810841
DSEL	0.4120885	0.016810841
GAPDH	0.356922113	0.016840061
ZMYND19	-0.42812336	0.016845825
IMP4	-0.432393718	0.016846654
ARID5B	0.533667513	0.016886456
SSRP1	-0.317235179	0.016943945
SLC20A1	-0.279394676	0.017012859
NSDHL	-0.442289389	0.017013082
PSMC2	-0.307343318	0.017013712
NA	0.598278155	0.017044884
TARDBP	-0.281835635	0.017081924
ID3	-0.559240153	0.017081924
PSMD3	-0.322399026	0.017081924
FAM172A	0.442339151	0.017081924
NDUFB2	-0.536869321	0.017081924
AC013394.1	-1.297749073	0.017081924
POLE	-0.425820629	0.017123118
ARRB1	0.365760186	0.017125623
C1QTNF1	0.693069094	0.017161242
MRPL17	-0.478258625	0.017235329
UBAC1	-0.390231114	0.017235329
PRDM1	1.073103522	0.017235329
CXCL11	-0.743044492	0.017235329
MRPL16	-0.477631498	0.017235329
MREG	-0.443178182	0.017235329
MYSM1	0.74425544	0.017235329
MTCH2	-0.395419612	0.017252441
TOP3B	-0.324869447	0.017252441
IPMK	0.583201801	0.017319115
ISG15	-0.588618954	0.017319115
NDUFA2	-0.537940453	0.01732186
CCNE1	-0.576967948	0.01735577
NDUFB1	-0.657224966	0.01736709
DNLZ	-0.64610919	0.017377067
DUS1L	-0.476769439	0.017387126
GCAT	-0.435797	0.017427506
RPL23A	-0.457945801	0.017433266
PHB	-0.441009376	0.017451609
KNSTRN	-0.39349432	0.01747684
VCP	-0.281109769	0.017486661
ARHGEF15	0.359687948	0.017506458
CBWD5	-0.401455461	0.017506458
CBWD5	-0.401455461	0.017506458
CBWD5	-0.401455461	0.017506458
BICD1	0.425793771	0.017527409
MRPL48	-0.553747476	0.017540429
PAIP2B	0.622166213	0.017635217
PALD1	-0.457821877	0.017676492
SEZ6L2	0.630590905	0.017692451
CASC15	0.55689336	0.017692451
FBXL13	0.536841823	0.017757226
AL354740.1	-1.389352885	0.017760774
POLR3K	-0.564674708	0.017939579
DDX51	-0.492026328	0.017972813
MMD	0.429711172	0.018084453
LTB4R	-0.561484118	0.018103526
AL355338.1	-0.862159336	0.018136123
GMPR2	0.316486324	0.018182406
PRKAR2B	-0.312729817	0.01820301
SFRP1	0.384766849	0.01820301
RPS5	-0.447485066	0.018229593
PNRC1	0.3865668	0.018327782
YARS	-0.352551731	0.018606002
RTTN	-0.45225333	0.018668763
NR2C2AP	-0.644876397	0.01867721
FBN1	0.343885461	0.018712705
ZSWIM8	0.312843677	0.018887632
SLC3A2	-0.266164984	0.018887632
VAC14	-0.303092855	0.01889184
GADD45GIP1	-0.595969079	0.01889184
RCOR1	0.312515702	0.01889184
RELL1	0.324564475	0.01889184
FUOM	-0.711678808	0.018898428
CLSTN1	0.253856145	0.018909345
REXO2	-0.389838794	0.018992334
ARAP3	0.234637251	0.018992334
GPX1	-0.505437737	0.018992334
MINK1	0.214518066	0.019005084
HES1	0.422178109	0.019005084
C11orf54	0.407217965	0.019130104
CDKN1A	-0.317229375	0.019140496
TRIM4	0.290334941	0.019356216
NOL7	-0.403506526	0.019376459
GULP1	0.474979482	0.019435783
TCOF1	-0.300312863	0.019470879
SPOCK2	0.973093946	0.019470879
SF3B6	-0.448482479	0.019470879
CELF2	0.461163493	0.019472128
BUB3	-0.271025034	0.019472128
RPL36AL	-0.480713399	0.019493579
ARMCX3	0.295990034	0.019529928
SLC25A39	-0.391085654	0.019529928
SNHG16	-0.302795723	0.019718913
MRPL11	-0.45445838	0.019795073
DHX30	-0.298381329	0.019835258
KIF14	-0.493400108	0.019913171
AARS2	-0.341363149	0.019980311
RPP25	-0.549288465	0.019980311
ILF3-AS1	-0.450257228	0.020030989
POP4	-0.50551775	0.020092815
YAE1D1	-0.457458828	0.020209146
FDXR	-0.430757192	0.020356094
OSGIN1	-0.60063944	0.020384303
C16orf59	-0.605375821	0.020419558
STIL	-0.453586672	0.02048041
MAN2A1	0.40724395	0.020491486
AL359643.2	0.821158892	0.020495231
AC025171.2	0.61250284	0.020535778
MEOX2	-0.503804905	0.020540378
KLF7	0.616105897	0.020540378
TMEM11	-0.484822336	0.020588758
COPS3	-0.28348771	0.020594263
ZNF677	0.487592057	0.020742308
ELAC2	-0.295636976	0.020798279
NR1D2	0.432756932	0.020812839
IST1	0.23180866	0.020834905
FNBP1L	0.371159857	0.020876062
SPAAR	-0.458458891	0.020934615
SLC38A1	0.496711198	0.020948012
WRAP73	-0.359370623	0.020964936
NUP37	-0.402301942	0.02096702
POLR2I	-0.567780557	0.02098968
NME3	-0.515883865	0.02098968
PARP1	-0.411033501	0.021027666
AC106795.1	-0.608415847	0.021059981
PEAR1	0.314393686	0.021084953
PLEKHA1	0.378638936	0.021157545
TP53TG1	-0.47248888	0.021206819
NT5C2	0.380361711	0.021206819
TRIM44	0.425500958	0.021232696
COX6C	-0.492323423	0.021298036
GOLIM4	0.355617941	0.0213032
PSMG1	-0.543777735	0.021303359
BUB1B	-0.550258299	0.021349182
PPP5C	-0.32389071	0.021414188
PHKG2	-0.433850426	0.021414188
CDKN2AIPNL	-0.468151392	0.02147139
TWSG1	0.307893478	0.021478538
CMC2	-0.530589542	0.021514206
GATA3	0.378359765	0.021525701
MCM7	-0.268835891	0.021539599
PHLDB1	0.270579167	0.021566162
TAF9	-0.361122082	0.021582765
CEP112	0.50065082	0.021598196
SLC27A5	-0.71868267	0.021598196
DBF4	-0.542191935	0.021598196
TELO2	-0.457626602	0.021643358
ADGRL2	0.368337725	0.021694316
CHD2	0.52706913	0.021694316
LAGE3	-0.621772756	0.021698605
SPA17	-0.516358731	0.021714241
MRPS24	-0.525538301	0.021714241
PDHA1	-0.349908212	0.021825956
AC007191.1	0.738118993	0.02194336
CKAP2L	-0.50121579	0.021981132
NXT1	-0.553602636	0.022071811
AF127577.4	0.768302393	0.022071811
PICALM	0.455059979	0.022100758
SLC25A28	-0.464760927	0.022130132
GSTO1	-0.449705429	0.022135974
ABCB8	-0.330957603	0.022135974
GNG5	-0.405522355	0.022135974
GATS	0.496994498	0.022135974
NCAPH2	-0.414653928	0.022135974
PTRH1	-0.572840226	0.022187123
SRSF2	-0.326312611	0.022195452
ANXA7	-0.277603208	0.022195452
CRLS1	-0.407340216	0.022195452
BOP1	-0.457646089	0.022255089
MTMR11	0.358098987	0.02227456
STX7	0.362649199	0.02227456
MEGF10	1.091112145	0.02227456
POLR2E	-0.465450242	0.022400239
LRCH1	0.380639514	0.022425157
PRAG1	0.359721192	0.022436571
RNPS1	-0.332721124	0.022480705
FAM222B	0.337147755	0.022480705
KIF26A	-0.348767156	0.022483701
IER5	-0.429571044	0.022483701
EMG1	-0.513796721	0.022483701
CAMKK1	-0.518259271	0.022597891
POMP	-0.434427638	0.022614012
MRPL50	-0.406048914	0.022614079
TMEM177	-0.518772789	0.022668399
ZSWIM6	0.348039466	0.022680457
STEAP1B	-0.378280651	0.022726573
TOMM22	-0.393182635	0.022734867
FXR1	0.263379275	0.022737003
ANKZF1	0.328591589	0.022763452
SMARCA1	0.295252207	0.022784431
IQGAP1	0.369020785	0.022786338
TNFAIP8L3	-0.369760402	0.022798921
GIGYF1	0.311906523	0.022858364
IQCA1	0.518829248	0.022889847
OPRL1	0.504343615	0.022897283
TFB2M	-0.414655882	0.022923201
LRWD1	-0.392398409	0.023045739
POLR3D	0.348166644	0.023093778
FOXO3	0.34047819	0.023214582
PCDHGA3	0.814205462	0.023321849
ATXN1L	0.439001925	0.023321849
TRA2B	-0.382166131	0.023379998
FAM171A1	0.256526895	0.023379998
MEX3B	0.389477773	0.02340022
PITHD1	-0.377435101	0.02340022
DACH1	0.380001466	0.02340022
WDR5	-0.317724776	0.02342731
FNIP1	0.457531926	0.02342731
NUMBL	0.334634757	0.023477025
ZNF471	0.911633859	0.023506839
ITGBL1	0.506764678	0.0237304
UCHL1	-0.356921761	0.0237304
ANTXR2	0.386406906	0.0237304
SUPT20H	0.36818287	0.023733492
PRICKLE1	-0.288924864	0.023932766
RBMS3	0.530009467	0.023932766
ZNF841	0.429175318	0.023934677
DYRK1A	0.394724858	0.023961334
MAGI2	0.713257104	0.023961334
CAV2	0.282579184	0.024021385
AC009404.1	0.780455499	0.024074639
ATP9B	0.398874863	0.024074639
TIMM23B	-0.606676193	0.024088379
LINC01116	0.446415487	0.024105378
FDFT1	-0.317541349	0.024175232
PURG	0.576042054	0.024265254
TCF12	0.41632242	0.02435029
YWHAQ	-0.258745018	0.024375503
CTU2	-0.450339746	0.02443177
COL27A1	0.326256581	0.02443177
PSMD13	-0.365270313	0.024470594
TRIM46	0.477603468	0.024483373
SCRN1	0.337459506	0.024483373
MARK4	0.359254466	0.024483373
MED28	-0.478383441	0.024496547
MMP15	-0.370229154	0.024496547
POLA1	-0.356014756	0.024496547
PCYT2	-0.370667124	0.024496547
HOXB3	0.415417903	0.024769269
DISC1	0.53984174	0.024839338
COX7A2	-0.465633543	0.024839338
CBWD3	-0.496546614	0.024845429
CBWD3	-0.496546614	0.024845429
GPN2	-0.409353426	0.02485853
LPP	0.594906468	0.024907961
CBR3	-0.510154136	0.02492054
C1orf174	-0.368750796	0.024921182
MST1P2	0.814797758	0.024927693
AC092718.4	-0.698234907	0.024927693
PKM	0.301305879	0.024957325
EIF2S1	-0.351763998	0.024967863
TRIL	0.746023004	0.025005646
DUSP23	-0.568564692	0.025019514
ZMIZ1	0.438160395	0.025032003
SLC44A5	0.683757828	0.025032003
PTCH1	0.700615436	0.025078217
MYCBP	-0.398142438	0.025084205
HTRA3	0.477264578	0.02514783
SLC25A15	-0.410282399	0.02514783
DSE	0.352484938	0.025150124
PSMC5	-0.35463706	0.025245728
TALDO1	-0.401565804	0.025263431
IFITM3	-0.480927106	0.025271228
RPS23	-0.438314195	0.025322728
MLH1	-0.331655028	0.025400091
SZT2	0.482411875	0.025400091
PCDHGA9	0.59655753	0.025409531
TMOD3	0.332115516	0.025489188
GNB3	0.390145513	0.025489188
SIK2	0.372859441	0.025498709
PLPP2	-0.433227461	0.025507926
ATG4A	-0.362110307	0.025509385
FBL	-0.455680768	0.025517178
DHRS7B	-0.489997653	0.025585223
PPP2R2A	0.365407468	0.025599107
MGAT5B	0.499136881	0.025645981
BCAR3	-0.316400261	0.025778763
TIMM8A	-0.539613964	0.02582357
CKLF	-0.560732802	0.02582357
CCT7	-0.361781005	0.02584111
PHC1P1	0.475730234	0.02584111
PSMC4	-0.312265392	0.02603788
SLC2A13	0.579795624	0.026162783
POLR2J	-0.532930925	0.026325313
CD93	0.343027953	0.026378237
PDCD2	-0.344752086	0.026502615
TBC1D7	-0.454831583	0.026524885
TBC1D7	-0.454831583	0.026524885
LAMTOR5	-0.452363201	0.026524885
IPO5P1	-0.191572696	0.026532331
ETFA	-0.292643838	0.026596912
ZNF528	0.585892678	0.02661675
PRKCH	0.294489405	0.02661675
GMPR	-0.357728093	0.026630656
ABRAXAS1	0.333286902	0.026654011
MRVI1	-0.656639162	0.026654011
CASP3	0.315637468	0.026689511
BST2	-0.426148906	0.026773064
UBB	-0.384810288	0.026773064
CAST	0.279919358	0.026861461
SCARB2	0.333530341	0.026861461
SIN3B	0.257867374	0.026912968
CKMT2-AS1	-0.711187744	0.02694506
C10orf128	-0.70298274	0.026999097
RNF126	-0.423925415	0.026999097
RALGPS2	0.556854471	0.0270954
TMEM57	0.283143894	0.0270954
TMEM201	-0.356444101	0.027097167
RPS19BP1	-0.493833133	0.027097167
PTS	-0.472851475	0.027116231
BLVRA	-0.451074599	0.027116231
ZNF568	0.757201386	0.027158401
DPM2	-0.437905352	0.027219104
FOXC2	-0.340295222	0.027229144
LINC02454	-0.655628689	0.027267202
SNAPC1	0.33963596	0.027417172
PCDHGB7	0.425682306	0.027446702
GRK5	0.276035852	0.027446702
NAALADL2	0.910005801	0.027483997
TMEM217	0.552121064	0.027507476
TUBGCP6	0.269456906	0.027589079
HSPBP1	-0.448810027	0.027717418
ANAPC11	-0.506414542	0.027738274
MYO6	0.433552118	0.027739501
PMF1	-0.378642906	0.027845804
DLEU2	-0.632407244	0.027885961
ARRDC2	0.438647208	0.027885961
SNRPC	-0.473643378	0.027890967
CTSC	-0.313286603	0.027890967
GOT2	-0.234419729	0.027922668
PRKAA1	0.479922294	0.027949344
AP003486.1	0.514438216	0.028020021
ARSD	0.27946893	0.028034049
TLK2	0.33641922	0.028034049
DNAJC8	-0.333283164	0.028071982
LAMTOR1	-0.374790322	0.028193698
CACNG8	0.404816466	0.028193698
ZNF217	0.347210765	0.028201512
PI4K2A	-0.282992466	0.028201512
DMAC1	-0.457908015	0.028201512
ISOC2	-0.462554985	0.028207857
TMEM141	-0.435012442	0.028319811
COX6A1	-0.471580645	0.028374495
MCUR1	-0.394876481	0.028410175
MRPL54	-0.52440732	0.028410175
CSTF2	-0.342123494	0.028469301
POLRMT	-0.343496302	0.028479175
CPSF3	-0.278490533	0.028501437
SH3BP4	0.306737897	0.028553258
SNHG26	-0.68731971	0.028553258
GPAA1	-0.387933327	0.028553258
NOTCH2NL	-0.545494115	0.02860472
NOTCH2NL	-0.545494115	0.02860472
MRPS12	-0.516032884	0.028779718
RNF24	0.28229029	0.02886912
MTERF3	-0.532942437	0.028901077
SLC30A3	-0.668914572	0.028901077
SAAL1	-0.394118601	0.028901077
ADCY6	0.345555902	0.028988398
CENPS	-0.436986623	0.028989957
RPS27	-0.508115449	0.029036634
HOXA6	0.497086966	0.029036634
KARS	-0.261705637	0.029036634
DSCC1	-0.580752675	0.029212184
CDC7	-0.510229977	0.029259614
RAD51C	-0.426179052	0.029265275
SENP3	-0.297746493	0.029324139
ZNF720	0.539203209	0.029399709
ZNF720	0.539203209	0.029399709
CD2AP	0.381744296	0.029442082
TPRKB	-0.441360635	0.029446054
MPDU1	-0.342190324	0.02953887
AC011558.1	-0.022757512	0.02953887
CTSF	0.348840371	0.029584906
PYCR3	-0.470322321	0.029727733
BORCS5	-0.745322798	0.029746024
EIF3K	-0.352762152	0.029788532
MPLKIP	-0.45290321	0.029893179
RBM14	-0.311905519	0.029904833
NUDT1	-0.59338165	0.030069648
DEF8	-0.373352596	0.030115962
ADI1	-0.291662083	0.030120002
MSRB3	0.341000778	0.030154011
SKIL	0.500092506	0.030175245
ERAP1	0.348519227	0.030208624
RPL24	-0.430207703	0.030286438
OSMR	0.432773088	0.030299116
RNF41	0.279316645	0.030431992
RPS13	-0.418213997	0.030431992
MED11	-0.514274634	0.030431992
MRPL58	-0.493022315	0.030433645
XG	0.910613438	0.03046271
XG	0.910613438	0.03046271
RITA1	-0.364839187	0.030579047
RBM42	-0.434841879	0.030579047
EMC9	-0.455681844	0.03082766
MZT2B	-0.492718639	0.030886699
PELI1	0.517259498	0.030887593
RAB5C	-0.268419361	0.030936117
FBXO38	0.427253768	0.030936117
HACL1	-0.41520145	0.030987691
VOPP1	0.189927436	0.030994889
HMBS	-0.51143825	0.03100231
SKAP2	0.476324342	0.031119348
CSTB	-0.421144466	0.03113394
AC003957.1	0.609651574	0.031138081
SF3B4	-0.34026356	0.031138081
ZNF696	-0.410185185	0.031202024
AC021078.1	0.440423025	0.031375608
CFH	0.390083659	0.03145728
BRD1	0.280444356	0.031487877
MLKL	-0.3625319	0.031503674
RELL2	-0.514786288	0.031503674
ATP5J2	-0.445477301	0.031575138
STEAP2	-0.77957013	0.031575138
TMEM263	0.274322161	0.031575138
VPS41	0.446347105	0.031575138
CDC42EP4	-0.278411806	0.031646515
FLAD1	-0.345668789	0.031706951
RPS20	-0.431628743	0.031787811
IFT140	0.26630894	0.031951683
CLK2	0.273933256	0.031951683
UROD	-0.354921767	0.031955094
KMT2E	0.591694167	0.031992341
FAM212A	-0.49135941	0.031992341
CCT4	-0.275989124	0.032048998
ITPA	-0.445667908	0.032124176
FTX	0.515542016	0.032144915
DAP	-0.259537721	0.032200724
RPUSD3	-0.397717933	0.032223483
AL391988.1	-0.936341799	0.032257169
TMEM42	-0.442121981	0.032314244
HES6	-0.8864517	0.032318628
PEBP1	-0.31059698	0.032448667
RCE1	-0.460714066	0.032491506
GPD2	0.52742848	0.032529033
TFPI	0.364295128	0.032535311
CPD	0.485673135	0.032663158
LRIG2	0.41393652	0.032778258
MBTD1	0.38599577	0.032781126
RPL23	-0.417999553	0.032781126
AFDN	0.369033669	0.032781126
MAD2L2	-0.476126783	0.032832821
ADAM23	0.279863974	0.032832821
RAB4B	-0.436090643	0.032832821
RWDD4	-0.306076184	0.032845752
LRCH2	0.369653418	0.032852836
SPR	-0.39529682	0.032885354
SP140L	0.405420314	0.032938333
MRPL35	-0.295419231	0.033020189
PDE6D	-0.391188962	0.033038138
MED13L	0.461854864	0.033071162
CCDC188	0.46974186	0.033118403
TTC39C	-0.547217189	0.033207631
CARMIL2	1.000909844	0.033328044
TGOLN2	0.347469484	0.033337988
ALG1	-0.386956152	0.033353681
FTSJ1	-0.325213409	0.033353681
CLEC11A	-0.503769796	0.033508743
WAC	0.414298984	0.033519793
ARHGAP26	0.512455514	0.033607139
QARS	0.293048779	0.033670981
SDAD1P1	0.631181943	0.03381428
C19orf70	-0.537962759	0.03383116
UBIAD1	-0.354896491	0.03383116
STX12	0.332182689	0.033860964
PMPCA	-0.399530193	0.033860964
MANBAL	-0.376283252	0.033880512
AATK	0.708116857	0.033894201
EZH2	-0.362455523	0.033969956
PGGHG	0.328482377	0.034003132
DCTN3	-0.355042407	0.034003132
TTC17	0.380444161	0.034003132
SUMF1	0.332976627	0.034077624
PCYT1A	0.281818644	0.034134467
RTN4IP1	-0.605158694	0.034134467
TRAPPC3	-0.351041339	0.034134467
TAPBP	0.313675947	0.034134467
OXR1	0.359844742	0.034175219
LXN	-0.337496401	0.034180255
NEK2	-0.405757091	0.034180255
SOCS2	-0.555685927	0.034216608
MPC1	-0.403556582	0.034216608
DTNBP1	-0.447798865	0.034222417
MOB1B	0.408138668	0.034357755
CAMTA1	-0.499304286	0.03445876
YRDC	-0.412599874	0.034470965
MYCN	-0.700049779	0.034595787
CLDN5	-0.441910071	0.034741832
PRMT6	-0.347098117	0.034840667
STAU2	0.356837577	0.034851919
PFKL	0.327229919	0.034881516
